px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
5.8356	-12.7572	-2.72288	-0.70709	-1.0846	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	1.98269
5.7212	-12.6718	-2.7156	-0.753453	-1.06902	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.61288
5.58465	-12.5871	-2.73276	-0.789969	-1.04422	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	1.05122
5.4781	-12.4802	-2.73055	-0.842397	-1.03667	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0.402433
5.35217	-12.3889	-2.74216	-0.875125	-1.01129	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0.786949
5.25299	-12.2744	-2.74951	-0.928224	-1.01067	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0.501929
5.11432	-12.1887	-2.76607	-0.941754	-0.96757	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	2.03897
5.02615	-12.0871	-2.73351	-0.974614	-0.941439	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	4.03049
4.91726	-11.9818	-2.73925	-1.00302	-0.918097	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0.53927
4.83219	-11.8417	-2.77186	-1.06166	-0.931406	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	4.31159
4.7299	-11.725	-2.77895	-1.08868	-0.906999	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0.57793
4.66737	-11.5993	-2.74652	-1.13151	-0.896318	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	5.5762
4.58505	-11.4795	-2.74562	-1.16164	-0.878038	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0.351339
4.50957	-11.3226	-2.7938	-1.20901	-0.877457	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	7.78268
4.45954	-11.1748	-2.79583	-1.25886	-0.878679	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0.0198872
4.44238	-11.045	-2.74756	-1.31805	-0.893743	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	7.7092
4.39416	-10.9092	-2.74464	-1.35512	-0.882439	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0.156362
4.39385	-10.7639	-2.71483	-1.4247	-0.908827	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	4.71674
4.38607	-10.6191	-2.70944	-1.4804	-0.91527	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0.15401
4.36516	-10.4842	-2.71926	-1.51497	-0.900393	4.45256	-10.5332	4.45	-10.5	0	3.00113	0.902273
4.38212	-10.3448	-2.71777	-1.57491	-0.915192	4.44692	-10.3512	4.45	-10.35	0	3.00113	0.249024
4.40049	-10.2025	-2.71717	-1.63483	-0.93152	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	0.806161
4.44794	-10.0589	-2.71959	-1.70668	-0.955664	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0.699881
4.47307	-9.92166	-2.72252	-1.7563	-0.956052	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0.165361
4.53874	-9.77958	-2.72874	-1.83027	-0.980077	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0.883047
4.65319	-9.63566	-2.7218	-1.95867	-1.0757	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	7.80025
4.71982	-9.50365	-2.71872	-2.0219	-1.08028	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	0.0956012
4.75147	-9.36651	-2.71853	-2.04096	-1.0278	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	1.78167
4.83363	-9.23737	-2.71879	-2.10467	-1.03433	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	0.111374
4.88817	-9.10287	-2.71927	-2.13298	-0.996329	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	1.04639
4.98564	-8.97724	-2.7246	-2.19631	-1.0029	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	0.211125
5.04148	-8.84275	-2.72315	-2.20943	-0.946101	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	2.38695
5.15656	-8.71584	-2.7386	-2.2723	-0.952315	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	0.869632
5.27127	-8.60679	-2.74359	-2.33953	-0.971199	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	0.329926
5.38707	-8.49395	-2.75303	-2.395	-0.971018	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	0.26076
5.45048	-8.36836	-2.73785	-2.38466	-0.882673	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	5.67374
5.5586	-8.26296	-2.7393	-2.42982	-0.879371	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	0.0556698
5.6998	-8.18294	-2.74727	-2.51007	-0.923575	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	1.44884
5.82716	-8.088	-2.75533	-2.55882	-0.920098	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	0.195376
5.884	-7.95648	-2.72231	-2.50776	-0.774067	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	16.9215
6.01099	-7.85311	-2.73632	-2.54478	-0.766368	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	0.612737
6.1129	-7.74817	-2.72619	-2.54726	-0.707768	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	2.89723
6.23851	-7.65055	-2.73586	-2.57896	-0.699677	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	0.404184
6.33675	-7.54058	-2.7227	-2.5668	-0.625441	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	4.45869
6.46001	-7.44496	-2.72945	-2.59241	-0.616644	6.44526	-7.36223	6.45	-7.35	1.81638	1.81638	0.376696
6.58358	-7.35843	-2.72837	-2.61256	-0.59592	6.66209	-7.31025	6.6	-7.25	2.72856	1.81904	0.431997
6.71732	-7.26124	-2.74358	-2.63494	-0.584557	6.74856	-7.14204	6.75	-7.15	2.72856	1.81904	0.805005
6.81857	-7.15176	-2.72851	-2.61144	-0.503282	6.83447	-7.05268	6.85	-7.05	1.82066	1.82066	5.36341
6.95148	-7.05795	-2.74088	-2.63008	-0.493711	6.97717	-6.96144	6.95	-6.95	1.82065	1.82065	0.531868
7.07354	-6.98727	-2.74486	-2.65255	-0.491024	7.13677	-6.88363	7.1	-6.85	2.99976	1.99984	0.17353
7.20188	-6.89393	-2.76498	-2.66368	-0.476816	7.2552	-6.74652	7.25	-6.75	2.99976	1.99984	1.30704
7.26855	-6.75939	-2.73457	-2.58397	-0.324923	7.234	-6.59525	7.3	-6.65	0.999384	1.99876	20.0674
7.37752	-6.66175	-2.74161	-2.58514	-0.310987	7.33491	-6.53948	7.35	-6.55	0.999369	1.99874	0.902181
7.55483	-6.64215	-2.76558	-2.68846	-0.437441	7.67988	-6.69347	7.5	-6.55	2.72747	0	13.7557
7.68574	-6.57348	-2.76243	-2.709	-0.434641	7.64389	-6.55777	7.65	-6.55	2.72745	0	0.103423
7.79468	-6.47684	-2.74043	-2.67476	-0.345414	7.94309	-6.60222	7.75	-6.45	1.81623	1.81624	8.67084
7.91845	-6.39682	-2.73768	-2.68409	-0.33703	7.84566	-6.34021	7.85	-6.35	1.81623	1.81624	0.448738
8.05993	-6.34024	-2.74302	-2.71941	-0.364404	7.9171	-6.24084	8	-6.3	2.72648	0.908821	1.21567
8.19094	-6.2703	-2.74169	-2.73281	-0.358571	8.14601	-6.23101	8.15	-6.25	2.72645	0.908817	0.189106
8.27768	-6.14444	-2.70521	-2.65208	-0.20903	8.37368	-6.18614	8.25	-6.1	1.81898	2.72847	22.6183
8.40141	-6.05233	-2.709	-2.64949	-0.196093	8.35502	-5.95811	8.35	-5.95	1.81897	2.72844	0.602485
8.55166	-6.00698	-2.72201	-2.70065	-0.258358	8.43843	-5.87193	8.5	-5.9	2.72647	0.90883	4.3317
8.68096	-5.92845	-2.72364	-2.70501	-0.249417	8.64201	-5.86567	8.65	-5.85	2.72645	0.908817	0.297274
8.78679	-5.8242	-2.70546	-2.6613	-0.166312	8.76652	-5.75601	8.75	-5.75	1.81789	1.81788	6.47732
8.9095	-5.73481	-2.70709	-2.65679	-0.15392	8.85198	-5.65134	8.85	-5.65	1.81789	1.81788	0.559681
9.03988	-5.66106	-2.70976	-2.66602	-0.158907	8.91028	-5.47662	9	-5.55	2.73109	1.82073	0.684007
9.16646	-5.56642	-2.71664	-2.65865	-0.144146	9.13482	-5.45989	9.15	-5.45	2.73106	1.82072	0.685554
9.27618	-5.46227	-2.70497	-2.61898	-0.0753263	9.32693	-5.39468	9.25	-5.35	1.81796	1.81795	4.34172
9.39428	-5.36175	-2.70803	-2.60615	-0.0599422	9.33045	-5.26019	9.35	-5.25	1.81794	1.81793	0.790132
9.52231	-5.28217	-2.71093	-2.61055	-0.0645072	9.4498	-5.12838	9.5	-5.15	2.72905	1.81937	0.39102
9.64746	-5.17359	-2.723	-2.59523	-0.0473426	9.63754	-5.04328	9.65	-5.05	2.72903	1.81935	0.954163
9.7176	-5.03774	-2.70107	-2.50381	0.0897539	9.83281	-5.00671	9.7	-4.95	0.998666	1.99733	17.4181
9.81475	-4.93449	-2.70301	-2.48446	0.103055	9.74856	-4.84745	9.75	-4.85	0.998656	1.99731	0.651471
9.92147	-4.82751	-2.70001	-2.45624	0.135833	9.96003	-4.81123	9.85	-4.75	1.8172	1.81719	0.925553
10.0217	-4.71828	-2.69678	-2.43705	0.146356	9.93394	-4.66432	9.95	-4.65	1.81717	1.81717	0.562927
10.1264	-4.61163	-2.69513	-2.41447	0.167104	10.1357	-4.58625	10.05	-4.55	1.82042	1.82043	0.351111
10.2231	-4.49776	-2.69339	-2.39363	0.177549	10.1444	-4.44253	10.15	-4.45	1.82041	1.82042	0.494257
10.3589	-4.42577	-2.70175	-2.43294	0.105156	10.3185	-4.35401	10.3	-4.35	2.72672	1.81782	4.63192
10.467	-4.3129	-2.7073	-2.41795	0.11312	10.4496	-4.24828	10.45	-4.25	2.7267	1.8178	0.248066
10.5142	-4.14809	-2.68887	-2.305	0.26792	10.5826	-4.11494	10.5	-4.1	0.908764	2.72628	20.9265
10.6028	-4.02009	-2.69235	-2.27856	0.278175	10.5542	-3.95161	10.55	-3.95	0.908764	2.72628	0.387688
10.6878	-3.89462	-2.69231	-2.24687	0.300423	10.6618	-3.80699	10.65	-3.8	1.8194	2.72911	0.409688
10.7741	-3.75487	-2.70311	-2.21767	0.311014	10.7602	-3.65417	10.75	-3.65	1.81939	2.72908	0.568662
10.88	-3.64884	-2.70658	-2.22778	0.270364	10.8593	-3.57039	10.85	-3.55	1.81839	1.81838	1.43909
10.964	-3.51829	-2.71058	-2.20535	0.276747	10.9375	-3.46792	10.95	-3.45	1.81838	1.81838	0.178054
11.0104	-3.36361	-2.70652	-2.12931	0.364304	11.0183	-3.30073	11	-3.3	0.908549	2.72563	6.00329
11.083	-3.21989	-2.71466	-2.10037	0.371535	11.0672	-3.14607	11.05	-3.15	0.908549	2.72564	0.311832
11.1334	-3.07189	-2.71436	-2.04661	0.418912	11.1054	-3.01303	11.1	-3	0.90888	2.72663	1.65967
11.1897	-2.92142	-2.72057	-2.01255	0.428037	11.1428	-2.8481	11.15	-2.85	0.908863	2.72661	0.414034
11.2373	-2.77493	-2.72136	-1.97053	0.453358	11.1758	-2.69942	11.2	-2.7	0.909988	2.72995	0.511632
11.285	-2.61942	-2.72953	-1.93573	0.461212	11.2495	-2.5409	11.25	-2.55	0.909988	2.72995	0.403808
11.2442	-2.42512	-2.73424	-1.77989	0.654588	11.4549	-2.46508	11.2	-2.4	-0.907692	2.72306	29.4999
11.2563	-2.26936	-2.73326	-1.73337	0.663777	11.1705	-2.24061	11.15	-2.25	-0.907683	2.72304	0.437236
11.3633	-2.16303	-2.71754	-1.81413	0.490163	11.2202	-2.08176	11.25	-2.1	1.8219	2.73284	23.1932
11.3896	-2.00983	-2.72107	-1.7813	0.494844	11.3536	-1.97104	11.35	-1.95	1.82188	2.73281	0.150794
11.3812	-1.84881	-2.72318	-1.71184	0.553792	11.224	-1.77367	11.35	-1.8	0	2.71996	2.68504
11.3938	-1.69084	-2.72863	-1.67611	0.557609	11.3661	-1.64386	11.35	-1.65	0	2.71993	0.158983
11.3906	-1.53633	-2.73029	-1.62869	0.580115	11.2691	-1.47976	11.35	-1.5	0	2.73448	0.507625
11.387	-1.37988	-2.73356	-1.59039	0.585285	11.3391	-1.34511	11.35	-1.35	0	2.73446	0.187392
11.2761	-1.21855	-2.75008	-1.42742	0.781626	11.2507	-1.19626	11.25	-1.2	-1.99969	2.99952	29.8816
11.2375	-1.07644	-2.75249	-1.3786	0.789604	11.1532	-1.04324	11.15	-1.05	-1.99967	2.99949	0.435681
11.1697	-0.934881	-2.76174	-1.29748	0.847748	10.9697	-0.89157	11.1	-0.9	-1.00006	3.00024	3.00584
11.1194	-0.794302	-2.768	-1.24896	0.851987	11.0654	-0.742685	11.05	-0.75	-1.00006	3.00021	0.29261
11.0159	-0.647836	-2.7843	-1.14266	0.937386	10.8913	-0.655608	10.95	-0.649999	-1.81771	1.81773	6.31117
10.9316	-0.516293	-2.77885	-1.08097	0.947155	10.8418	-0.549005	10.85	-0.549999	-1.81772	1.81773	0.483277
10.8404	-0.38578	-2.78431	-1.01005	0.9746	10.827	-0.442912	10.75	-0.45	-1.81842	1.8184	0.725224
10.7399	-0.273178	-2.77313	-0.945505	0.986494	10.6642	-0.353413	10.65	-0.35	-1.8184	1.81839	0.646074
10.5752	-0.175524	-2.81479	-0.798857	1.12738	10.5503	-0.248633	10.5	-0.25	-3.00035	2.00024	21.1749
10.4532	-0.0937315	-2.8054	-0.727178	1.143	10.3487	-0.171899	10.35	-0.15	-3.00032	2.00022	0.911462
10.3466	-0.00766637	-2.79848	-0.672454	1.13812	10.2559	-0.115293	10.25	-0.0999996	-2.00053	1.00027	0.337139
10.2172	0.0551157	-2.78714	-0.599507	1.15538	10.137	-0.0462889	10.15	-0.0499992	-2.00053	1.00027	0.900784
10.1132	0.128918	-2.7685	-0.557965	1.13132	10.0717	0.0165033	10.05	9.49949e-07	-2.00009	1.00004	1.62879
9.98011	0.173691	-2.75576	-0.484447	1.1502	9.92833	0.0556031	9.95	0.0500011	-2.00006	1.00003	0.902356
9.83831	0.220139	-2.77005	-0.401723	1.18496	9.8478	0.0279858	9.8	0.0500011	-3.00025	0	2.55357
9.69335	0.228125	-2.75031	-0.314802	1.21611	9.65029	0.0372757	9.65	0.0500011	-3.00024	0	2.09088
9.54975	0.256542	-2.76271	-0.23798	1.23722	9.54682	0.0997641	9.5	0.100001	-2.99825	0.999409	1.51698
9.39943	0.254728	-2.75488	-0.153059	1.26135	9.33515	0.138463	9.35	0.15	-2.99825	0.999409	0.984202
9.27364	0.260199	-2.70125	-0.0941705	1.24721	9.46113	0.134275	9.25	0.15	-1.81915	0	9.05583
9.12355	0.247318	-2.69324	-0.0111411	1.26351	9.13787	0.161547	9.15	0.15	-1.81913	0	0.417599
8.98344	0.24804	-2.71135	0.0530342	1.26511	9.02723	0.196492	9	0.2	-2.99927	0.99976	1.49693
8.84597	0.238859	-2.71409	0.115418	1.26348	8.82128	0.250523	8.85	0.25	-2.99927	0.99976	0.0372583
8.70584	0.231213	-2.73288	0.1709	1.25389	8.67607	0.247512	8.7	0.25	-2.99873	0	1.28772
8.57061	0.213026	-2.73586	0.227243	1.24671	8.54916	0.247046	8.55	0.25	-2.99871	0	0.0874098
8.42722	0.179364	-2.7339	0.292106	1.2434	8.44086	0.253341	8.4	0.25	-2.72872	0	0.112992
8.28046	0.160314	-2.73892	0.33935	1.22086	8.2302	0.258614	8.25	0.25	-2.72871	0	0.67927
8.14345	0.141771	-2.75713	0.373151	1.1877	8.1066	0.204722	8.1	0.2	-2.99909	-0.9997	2.09592
8.00964	0.0970018	-2.76244	0.425647	1.1794	7.94777	0.127954	7.95	0.15	-2.9991	-0.9997	0.24542
7.86994	0.0811786	-2.78233	0.442483	1.12759	7.82213	0.149733	7.8	0.15	-3.00101	0	3.89052
7.73317	0.0483894	-2.78722	0.475946	1.10339	7.63383	0.15164	7.65	0.15	-3.00099	0	1.10885
7.59109	-0.00293898	-2.7915	0.516631	1.08041	7.49691	0.101076	7.5	0.100001	-2.72698	-0.908982	0.650071
7.44566	-0.0488808	-2.79312	0.550339	1.05422	7.35046	0.0656199	7.35	0.0500011	-2.72695	-0.908974	1.2187
7.33004	-0.126105	-2.78848	0.608902	1.06505	7.13188	-0.00451978	7.25	9.49949e-07	-2.00032	-1.00016	1.37181
7.20726	-0.176452	-2.78441	0.638421	1.04219	7.14965	-0.0559868	7.15	-0.0499992	-2.0003	-1.00015	0.993109
7.04724	-0.207554	-2.79787	0.626794	0.953986	6.77233	-0.150907	7	-0.15	-2.72534	-1.8169	7.39359
6.9156	-0.285287	-2.79785	0.66692	0.941757	6.85872	-0.227918	6.85	-0.25	-2.72532	-1.81688	0.354423
6.84587	-0.431986	-2.78633	0.785484	1.03956	6.70421	-0.347264	6.8	-0.349999	-1.00053	-2.00107	11.295
6.7476	-0.51627	-2.77926	0.826863	1.03044	6.74687	-0.441006	6.75	-0.449999	-1.00054	-2.00107	0.307274
6.64508	-0.595826	-2.77431	0.851768	0.996162	6.72084	-0.550555	6.65	-0.549999	-2.00016	-2.00017	0.994523
6.55372	-0.689353	-2.7684	0.893583	0.989531	6.54837	-0.624094	6.55	-0.65	-2.00016	-2.00017	0.228749
6.49904	-0.837704	-2.77214	0.996299	1.06428	6.40088	-0.78131	6.5	-0.799999	-0.999884	-2.99963	5.02349
6.42986	-0.956975	-2.77102	1.05119	1.06605	6.44859	-0.960126	6.45	-0.949999	-0.999884	-2.99963	0.0185829
6.38313	-1.10065	-2.77666	1.136	1.11013	6.37766	-1.0844	6.4	-1.1	-0.999984	-2.99995	1.47677
6.33226	-1.2306	-2.77625	1.19436	1.11283	6.35596	-1.24356	6.35	-1.25	-0.999969	-2.99992	0.0381329
6.33255	-1.40403	-2.79105	1.31769	1.20613	6.5527	-1.43518	6.35	-1.4	0	-3.00132	6.69634
6.3093	-1.54216	-2.78899	1.38238	1.21055	6.35503	-1.55184	6.35	-1.55	0	-3.00129	0.113385
6.28579	-1.68837	-2.78408	1.44604	1.20725	6.33086	-1.6454	6.35	-1.65	0	-1.81769	0.106065
6.28137	-1.83093	-2.77199	1.51507	1.21252	6.34356	-1.7483	6.35	-1.75	0	-1.81769	0.537562
6.30062	-1.98237	-2.78357	1.60577	1.25559	6.34522	-1.96081	6.35	-1.95	0	-3.99976	1.69333
6.31459	-2.12139	-2.78232	1.67127	1.25834	6.34095	-2.12276	6.35	-2.15	0	-3.99972	0.036544
6.30339	-2.24101	-2.75817	1.69367	1.19999	6.3068	-2.23646	6.35	-2.25	0	-2	3.90414
6.3281	-2.37455	-2.75503	1.75569	1.20268	6.34785	-2.35274	6.35	-2.35	0	-1.99998	0.0442526
6.33255	-2.49798	-2.73657	1.78549	1.15973	6.26272	-2.46894	6.35	-2.5	0	-3	2.33852
6.36493	-2.632	-2.73793	1.8431	1.15902	6.36265	-2.64414	6.35	-2.65	0	-3	0.00760899
6.41524	-2.76785	-2.74969	1.91464	1.17922	6.38105	-2.77438	6.4	-2.8	1.00003	-3.00012	0.741687
6.46368	-2.9015	-2.75501	1.97208	1.17636	6.461	-2.95066	6.45	-2.95	1.00003	-3.00009	0.120678
6.53421	-3.03924	-2.78036	2.04898	1.20292	6.50958	-3.15806	6.5	-3.15	0.999284	-3.99712	2.35417
6.58866	-3.1837	-2.80009	2.09714	1.18626	6.55345	-3.36165	6.55	-3.35	0.999284	-3.99712	1.66589
6.63754	-3.31359	-2.77018	2.12486	1.13245	6.64067	-3.46888	6.6	-3.45	0.909922	-1.81983	6.83165
6.70235	-3.45682	-2.78116	2.17134	1.11451	6.63536	-3.55462	6.65	-3.55	0.909917	-1.81984	0.753398
6.77532	-3.57762	-2.78617	2.21935	1.10552	6.70376	-3.69784	6.7	-3.7	0.999335	-2.99802	0.400922
6.83613	-3.71114	-2.80002	2.2513	1.07943	6.75151	-3.84595	6.75	-3.85	0.99934	-2.99802	1.3745
6.90281	-3.83501	-2.7788	2.2803	1.04166	6.65288	-3.91672	6.8	-4	0.908549	-2.72564	3.82659
6.96837	-3.98451	-2.79456	2.30291	1.00397	6.85764	-4.15466	6.85	-4.15	0.908537	-2.72561	2.29121
7.03169	-4.10081	-2.74705	2.31724	0.949856	6.9447	-4.2991	6.9	-4.25	0.90988	-1.81977	12.7002
7.09496	-4.24018	-2.75268	2.33357	0.913277	6.94846	-4.34203	6.95	-4.35	0.909876	-1.81975	1.82998
7.17459	-4.3505	-2.74769	2.36149	0.892464	7.09552	-4.55441	7	-4.5	1.00008	-3.00024	1.26388
7.21938	-4.49184	-2.75488	2.35645	0.841954	7.03506	-4.6461	7.05	-4.65	1.00008	-3.00024	3.33939
7.32047	-4.61097	-2.79011	2.39505	0.842267	7.25009	-4.88515	7.15	-4.8	1.99984	-2.99976	4.61012
7.38164	-4.75222	-2.8007	2.39257	0.796171	7.26242	-4.9318	7.25	-4.95	1.99984	-2.99976	2.68291
7.45155	-4.85418	-2.76233	2.40283	0.760274	7.33292	-5.08676	7.3	-5.05	1.00028	-2.00057	8.68343
7.50605	-4.99534	-2.76738	2.3923	0.711149	7.3521	-5.15533	7.35	-5.15	1.00028	-2.00056	2.8849
7.58594	-5.1011	-2.75395	2.40734	0.688531	7.40318	-5.28627	7.4	-5.3	1.00003	-3.00012	1.96005
7.62961	-5.25381	-2.75771	2.38195	0.628405	7.44098	-5.44336	7.45	-5.45	1.00004	-3.00012	4.20624
7.71394	-5.36244	-2.75733	2.39759	0.612762	7.46878	-5.50726	7.55	-5.55	1.99961	-1.99961	1.09293
7.77722	-5.50021	-2.76156	2.3863	0.570552	7.66561	-5.647	7.65	-5.65	1.9996	-1.9996	2.00777
7.85775	-5.60648	-2.74776	2.39556	0.549441	7.70927	-5.8194	7.7	-5.8	1.00027	-3.00084	1.96185
7.90613	-5.76199	-2.75277	2.36534	0.491688	7.75724	-5.96146	7.75	-5.95	1.00028	-3.00084	3.67428
7.99089	-5.86844	-2.75228	2.37777	0.480211	7.71187	-5.94164	7.85	-6.05	1.9998	-1.99981	1.0401
8.05344	-6.00738	-2.75545	2.36103	0.439635	7.95005	-6.14609	7.95	-6.15	1.9998	-1.9998	1.78216
8.1254	-6.10972	-2.72419	2.36173	0.414642	8.03808	-6.28852	8	-6.25	1.00004	-2.00008	5.60782
8.18032	-6.24676	-2.72264	2.3407	0.373539	8.04346	-6.35767	8.05	-6.35	1.00004	-2.00008	1.8483
8.28316	-6.35784	-2.75324	2.36069	0.378775	8.1071	-6.48544	8.15	-6.5	1.99951	-2.99928	5.25429
8.34437	-6.50257	-2.75892	2.33712	0.336794	8.25742	-6.66007	8.25	-6.65	1.9995	-2.99925	1.92543
8.41847	-6.61445	-2.71626	2.33158	0.307732	8.38768	-6.7963	8.3	-6.75	0.90921	-1.81841	10.3087
8.47559	-6.76561	-2.71388	2.30407	0.264403	8.33159	-6.8699	8.35	-6.85	0.90921	-1.81841	1.90714
8.56625	-6.87899	-2.72434	2.31119	0.259072	8.58336	-7.15056	8.4	-7	1.0001	-3.00036	0.905791
8.60799	-7.02826	-2.72359	2.27506	0.21143	8.45779	-7.15285	8.45	-7.15	1.00011	-3.00036	2.3045
8.68759	-7.13598	-2.72532	2.2804	0.207651	8.37938	-7.10665	8.55	-7.25	1.99907	-1.99908	1.31709
8.74425	-7.26934	-2.72492	2.25985	0.177729	8.647	-7.3454	8.65	-7.35	1.99908	-1.99908	0.921405
8.83075	-7.38384	-2.73535	2.26527	0.175772	8.76035	-7.57239	8.7	-7.5	1.00058	-3.00174	0.704479
8.87539	-7.53337	-2.7386	2.23087	0.13411	8.76121	-7.66039	8.75	-7.65	1.00057	-3.00171	1.76994
8.92968	-7.64647	-2.70808	2.2133	0.104528	8.81118	-7.75569	8.8	-7.75	0.999844	-1.99968	5.31814
8.9725	-7.78289	-2.70485	2.18555	0.0727671	8.84363	-7.83628	8.85	-7.85	0.999844	-1.99968	1.1523
9.0828	-7.90077	-2.75102	2.21302	0.10597	9.07758	-8.1058	8.95	-8	2.00017	-3.00024	10.5089
9.13179	-8.04672	-2.75656	2.18434	0.0734581	9.05238	-8.15838	9.05	-8.15	2.00014	-3.00021	1.13271
9.18412	-8.16296	-2.73065	2.16581	0.0460683	9.05557	-8.22632	9.1	-8.25	0.998905	-1.99781	3.86379
9.23385	-8.29795	-2.73149	2.14406	0.0230429	9.15492	-8.35136	9.15	-8.35	0.998886	-1.99779	0.5503
9.30517	-8.4295	-2.72481	2.1348	0.0103912	9.30408	-8.57245	9.2	-8.5	0.908863	-2.72657	0.724806
9.35103	-8.58277	-2.72625	2.10541	-0.0181425	9.2543	-8.64461	9.25	-8.65	0.908855	-2.72655	0.806349
9.40856	-8.71325	-2.71422	2.09107	-0.0334461	9.15971	-8.67035	9.3	-8.8	0.909475	-2.72841	1.02654
9.4457	-8.87305	-2.7183	2.0565	-0.0643296	9.35164	-8.95148	9.35	-8.95	0.909466	-2.72839	0.926593
9.5255	-8.99813	-2.73995	2.06729	-0.0440478	9.47941	-9.179	9.4	-9.1	0.999765	-2.99935	2.43685
9.54934	-9.15176	-2.7455	2.02908	-0.0778184	9.44272	-9.24111	9.45	-9.25	0.999774	-2.99934	1.18729
9.57988	-9.29322	-2.71814	1.99091	-0.121543	9.53008	-9.38561	9.5	-9.35	0.908962	-1.81792	5.59036
9.62532	-9.43605	-2.71675	1.97331	-0.131891	9.5752	-9.43724	9.55	-9.45	0.908954	-1.8179	0.145213
9.67429	-9.57542	-2.71243	1.95828	-0.141244	9.60163	-9.60777	9.6	-9.6	0.909988	-2.72996	0.171861
9.70394	-9.72825	-2.71384	1.93027	-0.160172	9.62903	-9.75552	9.65	-9.75	0.909971	-2.72993	0.386946
9.76156	-9.8687	-2.72021	1.92796	-0.15058	9.69155	-9.89958	9.7	-9.9	0.907972	-2.7239	0.350444
9.79471	-10.0202	-2.72249	1.90517	-0.164007	9.74482	-10.046	9.75	-10.05	0.907972	-2.72391	0.194083
9.81096	-10.1628	-2.70232	1.86668	-0.202266	9.69256	-10.1336	9.75	-10.2	0	-2.73106	2.80658
9.82663	-10.3191	-2.70532	1.83532	-0.220975	9.75264	-10.3488	9.75	-10.35	0	-2.73105	0.389362
9.89439	-10.449	-2.72737	1.85881	-0.17359	9.82419	-10.5024	9.8	-10.5	1	-2.99999	4.30191
9.90463	-10.5976	-2.73389	1.82847	-0.193294	9.83234	-10.6514	9.85	-10.65	0.999994	-2.99996	0.493242
9.93085	-10.7306	-2.73144	1.81236	-0.200799	9.825	-10.7525	9.85	-10.8	0	-3.00047	0.125295
9.9309	-10.8849	-2.74118	1.77743	-0.223319	9.85033	-10.9603	9.85	-10.95	0	-3.00048	0.728152
9.90346	-11.0234	-2.71403	1.70792	-0.30224	9.91881	-11.1448	9.85	-11.05	0	-1.9956	10.1967
9.90762	-11.1603	-2.71326	1.68391	-0.310571	9.86057	-11.1502	9.85	-11.15	0	-1.99559	0.129711
9.90705	-11.3079	-2.70673	1.65119	-0.331072	9.83851	-11.2795	9.85	-11.3	0	-2.73184	0.511443
9.89953	-11.459	-2.70656	1.62098	-0.342269	9.83839	-11.4483	9.85	-11.45	0	-2.73182	0.218626
9.8882	-11.594	-2.70119	1.5873	-0.363633	9.79654	-11.5922	9.8	-11.6	-0.998566	-2.9957	0.501725
9.85761	-11.738	-2.70529	1.5477	-0.382976	9.75592	-11.7487	9.75	-11.75	-0.998566	-2.99569	0.611479
